nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dlv_p,o_dlv_e,o_hops,legs,i1_rcs_p_normalized,i1_rcs_e_normalized,i1_dep_1_p_normalized,i1_dep_1_e_normalized,i1_rcf_1_p_normalized,i1_rcf_1_e_normalized,i1_dlv_p_normalized,i1_dlv_e_normalized,o_rcs_p_normalized,o_rcs_e_normalized,o_dep_1_p_normalized,o_dep_1_e_normalized,o_rcf_1_p_normalized,o_rcf_1_e_normalized,o_dlv_p_normalized,o_dlv_e_normalized
2323.0,962.0,2520.0,633.0,180.0,2007.0,671.0,900.0,1231.0,349.0,,,,,,,550.0,635.0,1.0,10196,298.0,289.0,300.0,259.0,468,965.0,972.0,349,,,,,,,550.0,373.0,1,2184,757.0,390.0,90.0,426.0,700,1240.0,888.0,349,3780.0,1679.0,1,8179.0,2339.0,1890.0,150.0,551.0,349.0,50.0,73.0,815.0,135.0,100.0,815,235.0,149.0,787,5280.0,177.0,2.0,3.0,0.053300837130444,0.013633618086116146,0.037486611924312754,0.21064254916394992,0.1716824883861846,0.031965986930162976,0.03800719054956343,0.006968870911009497,0.04750564816510961,0.038540008977026974,0.0392156862745098,0.04355286811570518,0.0010119409026512847,0.013045841637977895,0.44680851063829785,0.00031421333300007677
2324.0,9404.0,362.0,248.0,120.0,174.0,325.0,450.0,502.0,609.0,475.0,403.0,609,575.0,565.0,349,385.0,3077.0,2.0,9997,650.0,164.0,240.0,662.0,815,255.0,345.0,349,,,,,,,5250.0,1190.0,1,,,,,,,,,,,,,7352.0,1147.0,877.0,330.0,595.0,349.0,952.0,825.0,671.0,,,,,,,348.0,556.0,1.0,2.0,0.007565963759669387,0.00532832858745362,0.01606569082470546,0.017877799978967292,0.08079175924055745,0.012833635146838832,0.02105803800719055,0.033811115019345764,0.02324398037898679,0.017872444607663115,0.1568627450980392,0.04714822683445008,0.18356607974094313,0.1493024098568581,0.009574468085106383,0.0009908431807672876
2325.0,6247.0,2251.0,1521.0,90.0,758.0,700.0,795.0,365.0,671.0,,,,,,,3780.0,1845.0,1.0,9244,697.0,501.0,90.0,228.0,700,800.0,381.0,671,,,,,,,3780.0,1428.0,1,6494,1320.0,766.0,90.0,583.0,700,800.0,381.0,671,3780.0,2460.0,1,2853.0,637.0,469.0,180.0,288.0,671.0,780.0,738.0,349.0,,,,,,,550.0,1905.0,1.0,3.0,0.04759987284094522,0.03278971438432997,0.0053552302749018225,0.07929330108318434,0.15047465158553827,0.009238117733511797,0.3697996918335902,0.02026908195568062,0.012863568826199346,0.00954829232464194,0.058823529411764705,0.022062428501389116,0.14875531268973893,0.13353868454430148,0.027482269503546097,0.0033992169660917396
2326.0,9143.0,885.0,150.0,150.0,829.0,727.0,120.0,145.0,128.0,290.0,284.0,128,115.0,175.0,485,4230.0,1732.0,2.0,8522,3988.0,3994.0,150.0,75.0,377,285.0,198.0,485,,,,,,,5160.0,801.0,1,4491,197.0,44.0,240.0,356.0,815,280.0,229.0,485,5160.0,1378.0,1,14498.0,2864.0,2243.0,90.0,685.0,485.0,1250.0,992.0,700.0,,,,,,,3780.0,35.0,1.0,3.0,0.01864999470170605,0.003214254896884977,0.026776151374509106,0.0867599116626354,0.014138557867097556,0.0034642941500669234,0.41602465331278893,0.019026996130847695,0.05819136594003786,0.045742032888562455,0.0,0.054502369668246446,0.24387775753895977,0.17956151476716795,0.31382978723404253,6.070030296592392e-05
2327.0,7323.0,1864.0,679.0,540.0,1670.0,520.0,795.0,848.0,349.0,,,,,,,550.0,323.0,1.0,10187,355.0,388.0,180.0,92.0,468,965.0,1004.0,349,,,,,,,385.0,1025.0,1,12408,1725.0,1283.0,270.0,679.0,700,810.0,816.0,349,550.0,3615.0,1,7231.0,2097.0,937.0,420.0,1517.0,349.0,920.0,815.0,187.0,,,,,,,775.0,3816.0,1.0,3.0,0.03939811380735403,0.014625938389852447,0.16601213852195645,0.17520243979387948,0.15047465158553827,0.021914284964438493,0.03800719054956343,0.0035393950052761167,0.04258004111457125,0.019096584649283876,0.21568627450980388,0.12248733453178624,0.1770896579639749,0.14749048740713896,0.0474290780141844,0.006810931053382346
2328.0,4626.0,3829.0,3716.0,90.0,187.0,671.0,790.0,647.0,700.0,760.0,861.0,700,815.0,418.0,206,3780.0,47700.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720.0,2077.0,952.0,90.0,1157.0,206.0,805.0,569.0,700.0,315.0,557.0,700,970.0,623.0,196,3780.0,5781.0,2.0,1.0,0.08104270424923175,0.08014065061696436,0.0053552302749018225,0.01924492585971185,0.1494647545950313,0.01663910978138204,0.3697996918335902,0.5243031129088991,0.04217296615171684,0.019402619659689067,0.0,0.09307076319660075,0.15381501720299534,0.10291719514404783,0.31382978723404253,0.010319051504207066
2329.0,12869.0,2679.0,2548.0,90.0,161.0,671.0,820.0,537.0,700.0,275.0,559.0,700,2320.0,1514.0,411,3420.0,3076.0,2.0,3317,2460.0,1639.0,180.0,996.0,317,1055.0,915.0,411,,,,,,,540.0,9951.0,1,6720,1348.0,239.0,240.0,1326.0,128,915.0,288.0,411,3960.0,1602.0,1,3881.0,1784.0,231.0,180.0,1673.0,411.0,840.0,1163.0,317.0,,,,,,,660.0,752.0,1.0,3.0,0.05667055208222952,0.0549443437742687,0.0053552302749018225,0.016510674098222735,0.15552413653807312,0.013752197989659607,0.33281972265023113,0.03380012310939149,0.03620931794589974,0.004692536826212918,0.058823529411764705,0.13523451544369994,0.16089860352155436,0.21054538865736544,0.03723404255319149,0.001340762574335555
2330.0,14496.0,1425.0,986.0,90.0,879.0,485.0,1250.0,899.0,700.0,,,,,,,3780.0,208.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419.0,690.0,364.0,90.0,369.0,700.0,880.0,510.0,584.0,,,,,,,3780.0,294.0,1.0,1.0,0.0300943096322984,0.02124859780826646,0.0053552302749018225,0.09201808812703755,0.24237527772167236,0.023252762249691625,0.3697996918335902,0.0022753253605346468,0.013942317477763531,0.0074060472518056066,0.0,0.02868115705180585,0.16899413074276462,0.09222685269070484,0.31382978723404253,0.0005230937873239915
2331.0,13208.0,457.0,110.0,90.0,376.0,700.0,850.0,514.0,628.0,,,,,,,3780.0,672.0,1.0,2472,985.0,308.0,90.0,706.0,700,845.0,520.0,628,,,,,,,3780.0,393.0,1,14392,7149.0,4872.0,240.0,2480.0,128,860.0,748.0,628,3960.0,4566.0,1,9875.0,917.0,134.0,300.0,1066.0,628.0,910.0,1089.0,128.0,865.0,624.0,128,780.0,577.0,349,3960.0,236.0,2.0,3.0,0.009579315460421744,0.0023513676762447148,0.0053552302749018225,0.03912083289515196,0.16158351848111493,0.013148570978663097,0.3697996918335902,0.0073755715793176226,0.01856261830616108,0.0027135104255926875,0.13725490196078433,0.0856349076646511,0.17506577615867233,0.19713716252944372,0.32978723404255317,0.0004195462116762389
2332.0,14362.0,444.0,214.0,90.0,263.0,700.0,1315.0,1040.0,256.0,,,,,,,3780.0,703.0,1.0,8978,718.0,465.0,90.0,286.0,700,1315.0,1127.0,256,,,,,,,3780.0,101.0,1,,,,,,,,,,,,,11649.0,2222.0,1168.0,240.0,1264.0,256.0,960.0,615.0,436.0,,,,,,,3840.0,3622.0,1.0,2.0,0.009303804175055632,0.004594874449909397,0.0053552302749018225,0.02723735408560311,0.2555039385982629,0.026953258273626747,0.3697996918335902,0.007716320787900106,0.04512425963241131,0.023809523809523808,0.09803921568627451,0.10181402189900311,0.1851851851851852,0.11125203841275594,0.3191489361702128,0.006464582265870898
2333.0,1980.0,3345.0,3069.0,90.0,304.0,113.0,1130.0,717.0,700.0,,,,,,,3780.0,174.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6417.0,4825.0,4165.0,90.0,693.0,700.0,695.0,249.0,561.0,,,,,,,3780.0,10315.0,1.0,1.0,0.07078520716329342,0.06618344982310813,0.0053552302749018225,0.03154905878641287,0.21813774994950516,0.01847623546702359,0.3697996918335902,0.001901600422089342,0.09810506604791273,0.08495531888848083,0.0,0.05515607125347279,0.13155231734466707,0.04493567675303497,0.31382978723404253,0.018413615435015865
2334.0,9281.0,1131.0,157.0,90.0,1004.0,815.0,1220.0,931.0,700.0,,,,,,,3780.0,7.0,1.0,10621,2775.0,622.0,90.0,2183.0,128,1355.0,1089.0,700,,,,,,,3780.0,1993.0,1,1379,31734.0,30774.0,90.0,990.0,815,1220.0,1044.0,700,3780.0,479.0,1,2369.0,500.0,176.0,90.0,374.0,700.0,845.0,531.0,628.0,,,,,,,3780.0,379.0,1.0,3.0,0.02386351594786479,0.003365260160497023,0.0053552302749018225,0.1051635292880429,0.23631589577863057,0.02409259113455633,0.3697996918335902,6.595145972564193e-05,0.01007510533064664,0.0035704084547272205,0.0,0.029089720542572316,0.16191054442420563,0.09603188983511506,0.31382978723404253,0.0006748445447388012
2335.0,10635.0,1138.0,135.0,240.0,1189.0,815.0,995.0,829.0,671.0,,,,,,,4680.0,181.0,1.0,14020,311.0,175.0,270.0,316.0,605,2610.0,2540.0,349,915.0,1047.0,349,1250.0,968.0,671,335.0,29.0,2,,,,,,,,,,,,,4346.0,1922.0,1771.0,90.0,195.0,671.0,800.0,542.0,700.0,80.0,349.0,700,605.0,192.0,698,3840.0,10232.0,2.0,2.0,0.02401186817844654,0.0028906721891448785,0.05890753302392003,0.12461878220633085,0.190870531205817,0.021415636564050072,0.4622496147919877,0.001978543791769258,0.03901813518959517,0.03611213122781246,0.0,0.014463147573132863,0.15280307630034407,0.09802500452980613,0.3191489361702128,0.01826543528365787
2336.0,8295.0,1093.0,470.0,180.0,748.0,398.0,280.0,251.0,128.0,1470.0,1523.0,128,740.0,339.0,411,3900.0,14873.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13409.0,365.0,316.0,300.0,305.0,308.0,780.0,657.0,485.0,,,,,,,1140.0,461.0,1.0,1.0,0.023058175267563843,0.010117352662007075,0.037486611924312754,0.07824166579030392,0.04645526156332054,0.006246227331181272,0.38212634822804314,0.1634716848399578,0.007327349331379374,0.006426735218508997,0.13725490196078433,0.0234515443699951,0.14875531268973893,0.11886211270157637,0.0797872340425532,0.0008212393930683824
2337.0,12213.0,2196.0,1759.0,180.0,584.0,671.0,930.0,900.0,349.0,,,,,,,550.0,4065.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14577.0,13136.0,12659.0,180.0,597.0,349.0,830.0,690.0,149.0,705.0,845.0,149,695.0,653.0,257,6960.0,16919.0,2.0,1.0,0.04643424817208859,0.037923893347139526,0.037486611924312754,0.06099484698706489,0.17774187032922642,0.023279006902343646,0.03800719054956343,0.04467112205416813,0.2672650668620627,0.2582527441139266,0.058823529411764705,0.047311652230756666,0.15887472171625178,0.12484145678564958,0.5957446808510638,0.03020375663463238
2338.0,867.0,1141.0,895.0,90.0,265.0,671.0,790.0,419.0,700.0,1880.0,2280.0,700,1130.0,592.0,441,3780.0,10425.0,2.0,414,1140.0,131.0,180.0,1129.0,597,1055.0,934.0,815,1555.0,1695.0,815,820.0,702.0,441,5040.0,110.0,2,14292,3322.0,1809.0,420.0,1881.0,349,1046.0,786.0,441,1049.0,1102.0,1,13360.0,385.0,235.0,240.0,336.0,441.0,970.0,780.0,128.0,569.0,748.0,128,661.0,645.0,327,3960.0,5625.0,2.0,3.0,0.02407544770583872,0.019285529381309865,0.0053552302749018225,0.027447681144179194,0.1494647545950313,0.010655328976720993,0.3697996918335902,0.11457966936334857,0.007734424294233784,0.004774146162320969,0.09803921568627451,0.02598463801274718,0.18720906699048775,0.14114875883312192,0.32978723404255317,0.010040544231775179
2339.0,14080.0,5545.0,5401.0,240.0,374.0,128.0,880.0,494.0,206.0,,,,,,,3960.0,689.0,1.0,12988,1024.0,711.0,90.0,370.0,671,815.0,491.0,700,105.0,406.0,700,805.0,511.0,206,3780.0,17760.0,2,4918,1637.0,1210.0,1500.0,1867.0,371,1000.0,733.0,815,5100.0,28336.0,2,5218.0,1474.0,769.0,90.0,735.0,206.0,805.0,494.0,700.0,1040.0,1387.0,700,1060.0,740.0,113,3780.0,856.0,2.0,3.0,0.11741019391755854,0.11648977478643542,0.05890753302392003,0.038910505836575876,0.16764290042415675,0.012623677925622655,0.3882896764252697,0.007562434048540274,0.02989965602165639,0.015668992532745743,0.0,0.0585880045759111,0.15381501720299534,0.0893277767711542,0.31382978723404253,0.0015264340892901457
2340.0,3813.0,2759.0,470.0,90.0,2326.0,281.0,1200.0,852.0,700.0,,,,,,,3780.0,1739.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14417.0,2370.0,2034.0,90.0,363.0,700.0,625.0,286.0,174.0,,,,,,,3780.0,233.0,1.0,1.0,0.05836600614602098,0.010117352662007075,0.0053552302749018225,0.24418971500683562,0.23227630781660272,0.022019263575046584,0.3697996918335902,0.019103939500527613,0.04813661435753394,0.0414779450769168,0.0,0.02819088086288609,0.1173851447075491,0.05163978981699583,0.31382978723404253,0.0004141903025910103
2341.0,11884.0,355.0,263.0,180.0,199.0,485.0,155.0,323.0,610.0,,,,,,,2880.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.0,265.0,189.0,150.0,168.0,610.0,590.0,80.0,727.0,175.0,688.0,727,125.0,122.0,101,2880.0,70.0,2.0,1.0,0.007417611529087634,0.005651911295193718,0.037486611924312754,0.020506888211168365,0.02120783680064633,0.008135842322126868,0.27734976887519264,0.00031876538867393596,0.005291974517107325,0.0038356387970783857,0.0392156862745098,0.012256904722993952,0.11030155838899008,0.014314187352781301,0.2340425531914894,0.00012318590896025737
2342.0,6646.0,1793.0,457.0,90.0,1956.0,233.0,1370.0,1055.0,700.0,,,,,,,3780.0,230.0,1.0,13800,4093.0,2765.0,90.0,1365.0,128,1225.0,956.0,700,,,,,,,3780.0,3.0,1,368,13529.0,12848.0,90.0,730.0,349,1215.0,836.0,700,3780.0,276.0,1,6038.0,1710.0,772.0,530.0,1432.0,700.0,1215.0,1205.0,349.0,,,,,,,550.0,2006.0,1.0,3.0,0.03789339832573911,0.00983691431529899,0.0053552302749018225,0.20527920917025974,0.2666128054938396,0.027346928063407078,0.3697996918335902,0.002517147379528667,0.03470314058333843,0.015730199534826784,0.2875816993464052,0.11554175518875634,0.23679417122040075,0.21815546294618587,0.027482269503546097,0.003579532571961102
2343.0,4600.0,193.0,64.0,135.0,200.0,815.0,285.0,187.0,485.0,,,,,,,5160.0,224.0,1.0,10486,240.0,47.0,135.0,279.0,815,285.0,184.0,485,,,,,,,5160.0,105.0,1,,,,,,,,,,,,,12810.0,2736.0,2240.0,180.0,629.0,485.0,885.0,791.0,149.0,1410.0,1517.0,149,635.0,727.0,468,6960.0,1156.0,2.0,2.0,0.003984317049909929,0.0013590473725084132,0.021420921099607287,0.020612051740456407,0.047465158553827505,0.004566569561451854,0.5115562403697997,0.002451195919803025,0.05558608617776964,0.04568082588648142,0.058823529411764705,0.04992645857166204,0.17000607164541592,0.143141873527813,0.5957446808510638,0.002062024997813004
2344.0,7213.0,18945.0,17613.0,90.0,1361.0,233.0,1370.0,1104.0,700.0,,,,,,,3780.0,866.0,1.0,7769,2118.0,922.0,90.0,1220.0,206,805.0,609.0,700,,,,,,,4625.0,1307.0,1,14423,1243.0,680.0,90.0,585.0,485,1250.0,1039.0,700,3780.0,7.0,1,3614.0,795.0,448.0,90.0,407.0,700.0,880.0,477.0,584.0,,,,,,,3780.0,319.0,1.0,3.0,0.40139874960262795,0.3799292432479075,0.0053552302749018225,0.14270690924387422,0.2666128054938396,0.028632916043356164,0.3697996918335902,0.00950800211044671,0.01607946103274918,0.009119843310074673,0.0,0.03178623958163099,0.16899413074276462,0.08624750860663163,0.31382978723404253,0.0005677263630342296
2345.0,2704.0,3825.0,2932.0,150.0,1004.0,456.0,760.0,773.0,128.0,1155.0,1145.0,128,595.0,597.0,216,4140.0,4432.0,2.0,3759,1299.0,40.0,240.0,1458.0,815,620.0,617.0,216,,,,,,,6300.0,636.0,1,,,,,,,,,,,,,13788.0,240.0,110.0,300.0,388.0,216.0,640.0,437.0,485.0,,,,,,,1140.0,234.0,1.0,2.0,0.08095793154604218,0.06322806109241523,0.026776151374509106,0.1051635292880429,0.1434053726519895,0.019945936015536833,0.4067796610169492,0.048705153007386565,0.004783130813539313,0.002223854408944383,0.13725490196078433,0.030233698316718415,0.12042096741550293,0.07899981880775503,0.0797872340425532,0.0004159756056194198
2346.0,2259.0,863.0,842.0,360.0,321.0,441.0,880.0,735.0,349.0,1060.0,1220.0,349,677.0,595.0,233,373.0,312.0,2.0,3190,1658.0,722.0,90.0,966.0,308,1040.0,1452.0,233,,,,,,,3780.0,772.0,1,,,,,,,,,,,,,6466.0,3134.0,2018.0,90.0,1187.0,233.0,1365.0,1229.0,700.0,665.0,759.0,700,610.0,218.0,240,3780.0,2742.0,2.0,2.0,0.0181837448341634,0.018142203813961515,0.10174937522313461,0.033336838784309604,0.16764290042415675,0.01894863921475999,0.01982537236774525,0.0034184839957791067,0.06368687793857239,0.0411515077324846,0.0,0.09552214414119954,0.2671523982999393,0.22250407682551185,0.31382978723404253,0.004893515600870514
2347.0,2589.0,330.0,70.0,180.0,410.0,391.0,660.0,351.0,281.0,20.0,304.0,281,280.0,190.0,134,4050.0,2718.0,2.0,6698,265.0,164.0,150.0,221.0,128,830.0,118.0,134,,,,,,,3490.0,609.0,1,6940,218.0,142.0,150.0,172.0,128,830.0,114.0,134,3490.0,690.0,1,920.0,859.0,423.0,150.0,592.0,134.0,220.0,198.0,128.0,460.0,432.0,128,665.0,633.0,567,4140.0,661.0,2.0,3.0,0.006887782134152803,0.0014884804556044525,0.037486611924312754,0.04269639289094542,0.12320743284185011,0.008870692596383487,0.39753466872110943,0.02986501934576152,0.017382100913883293,0.008609784959399356,0.0392156862745098,0.0469030887399902,0.03541793159279498,0.0356948722594673,0.3457446808510638,0.001178299998750288
2348.0,11608.0,136.0,42.0,150.0,196.0,128.0,745.0,198.0,281.0,,,,,,,3600.0,417.0,1.0,12189,1676.0,1487.0,150.0,305.0,809,455.0,468.0,128,235.0,205.0,128,115.0,234.0,281,4230.0,1018.0,2,,,,,,,,,,,,,10082.0,4353.0,3435.0,90.0,950.0,281.0,1200.0,1063.0,700.0,205.0,352.0,700,605.0,219.0,698,3780.0,15660.0,2.0,2.0,0.0027763060294585143,0.0008844594011562689,0.026776151374509106,0.020191397623304234,0.1403756816804686,0.004855260740624098,0.35130970724191063,0.0045726345409778405,0.08849809692454866,0.07006161504876157,0.0,0.0761562346788691,0.2337583485124469,0.19242616416017394,0.31382978723404253,0.027956060121864787
2349.0,9436.0,1455.0,1436.0,150.0,146.0,614.0,155.0,202.0,815.0,1215.0,1152.0,815,285.0,121.0,281,5100.0,45.0,2.0,8447,168.0,89.0,150.0,179.0,101,120.0,119.0,128,755.0,762.0,128,110.0,146.0,281,4230.0,1807.0,2,11082,69.0,62.0,155.0,104.0,134,100.0,83.0,281,2880.0,119.0,1,3858.0,1414.0,484.0,90.0,960.0,281.0,1200.0,820.0,700.0,,,,,,,3780.0,272.0,1.0,3.0,0.030730104906220197,0.03095607904046941,0.026776151374509106,0.014933221158902093,0.02120783680064633,0.0049602393512321865,0.5053929121725732,0.0004836440379880408,0.02867843113309316,0.00985432733504713,0.0,0.07697336166040203,0.2337583485124469,0.14839644863199852,0.31382978723404253,0.0004838171206989819
2350.0,6211.0,4853.0,4456.0,90.0,468.0,700.0,795.0,360.0,671.0,,,,,,,3780.0,874.0,1.0,10001,951.0,238.0,240.0,902.0,815,995.0,828.0,671,,,,,,,4680.0,4584.0,1,7603,2146.0,2226.0,330.0,215.0,349,942.0,775.0,671,348.0,6061.0,1,3108.0,2019.0,1782.0,90.0,272.0,671.0,820.0,415.0,700.0,90.0,494.0,700,585.0,142.0,257,3780.0,30022.0,2.0,3.0,0.10274451626576242,0.09610406419880922,0.0053552302749018225,0.048795877589651905,0.15047465158553827,0.009106894470251687,0.3697996918335902,0.0095959373900809,0.040992448759439054,0.0363365569021096,0.0,0.020755025330936427,0.1568508399109492,0.0750135894183729,0.31382978723404253,0.05359658221588241
2351.0,478.0,585.0,454.0,300.0,394.0,555.0,740.0,690.0,371.0,,,,,,,1560.0,62.0,1.0,8195,13135.0,13128.0,300.0,262.0,555,735.0,547.0,371,,,,,,,1560.0,388.0,1,583,13480.0,13152.0,300.0,599.0,555,740.0,679.0,371,1560.0,25.0,1,7292.0,4559.0,4239.0,180.0,645.0,371.0,1505.0,932.0,256.0,6020.0,8173.0,256,735.0,150.0,423,3720.0,4580.0,2.0,3.0,0.012292041962488079,0.009772197773750971,0.08032845412352732,0.04101377642233674,0.13936578468996164,0.017767629845418995,0.14175654853620956,0.0006705065072106929,0.09269096904194908,0.08646509160647978,0.058823529411764705,0.05123386174211473,0.29548674357417526,0.16868998006885302,0.3085106382978724,0.008174902567087224
2352.0,648.0,1473.0,198.0,90.0,1307.0,140.0,1255.0,1049.0,700.0,,,,,,,3780.0,151.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.0,4715.0,4623.0,90.0,121.0,700.0,705.0,300.0,403.0,,,,,,,3780.0,2531.0,1.0,1.0,0.031111582070573275,0.0042497195616532915,0.0053552302749018225,0.1370280786623199,0.24338517471217938,0.027189460147494945,0.3697996918335902,0.0016487864931410481,0.09586615375221348,0.09429958787285264,0.0,0.008416407909789182,0.13357619914996965,0.05417648124660265,0.31382978723404253,0.004516816661876104
2353.0,4824.0,1340.0,860.0,300.0,723.0,671.0,1045.0,935.0,609.0,,,,,,,1140.0,131.0,1.0,11102,1470.0,92.0,240.0,1561.0,815,780.0,713.0,609,,,,,,,7680.0,2907.0,1,,,,,,,,,,,,,11566.0,1270.0,1185.0,180.0,224.0,609.0,665.0,586.0,485.0,,,,,,,4080.0,623.0,1.0,2.0,0.028292889689519974,0.018530503063249635,0.08032845412352732,0.07561257755810284,0.20096950111088668,0.024197569745164422,0.09861325115562404,0.001428948294055575,0.02574749140054141,0.024156363487983022,0.058823529411764705,0.01683281581957836,0.12548067192875936,0.10599746330857039,0.34042553191489366,0.001110458483670726
2354.0,14100.0,1577.0,134.0,240.0,1644.0,456.0,910.0,922.0,349.0,,,,,,,550.0,556.0,1.0,8930,115.0,84.0,300.0,271.0,431,1139.0,931.0,809,311.0,308.0,809,765.0,683.0,349,3960.0,7624.0,2,12705,1677.0,604.0,555.0,1572.0,700,1235.0,1253.0,349,550.0,2382.0,1,12299.0,3049.0,2322.0,420.0,1086.0,349.0,956.0,848.0,411.0,,,,,,,414.0,3788.0,1.0,3.0,0.03331567235350217,0.002869100008628872,0.05890753302392003,0.17246818803239036,0.17370228236719853,0.023856389260688133,0.03800719054956343,0.006100510024621878,0.06195680934644115,0.04735381727669646,0.21568627450980388,0.08726916162771695,0.18437563246306415,0.15346983149121216,0.015425531914893618,0.00676094256858688
2355.0,10482.0,306.0,43.0,135.0,351.0,815.0,295.0,209.0,527.0,,,,,,,5100.0,126.0,1.0,3238,5414.0,4454.0,90.0,989.0,456,905.0,610.0,700,1325.0,1639.0,700,1465.0,1052.0,527,3780.0,734.0,2,,,,,,,,,,,,,6145.0,1140.0,701.0,180.0,1047.0,527.0,895.0,146.0,149.0,105.0,366.0,149,660.0,793.0,332,6660.0,1001.0,2.0,2.0,0.006379145915015365,0.0009060315816722754,0.021420921099607287,0.03649174466295089,0.04948495253484145,0.005143951919796341,0.5053929121725732,0.0013739887442842068,0.023101504141987746,0.014281633818908884,0.058823529411764705,0.08408236639973853,0.17202995345071848,0.026272875520927705,0.5691489361702128,0.0017853030284095271
2356.0,6587.0,989.0,371.0,150.0,727.0,391.0,370.0,174.0,128.0,300.0,491.0,128,660.0,773.0,671,4230.0,1097.0,2.0,10541,1093.0,88.0,240.0,1199.0,815,1020.0,866.0,671,,,,,,,4740.0,58.0,1,,,,,,,,,,,,,856.0,1900.0,1695.0,90.0,249.0,671.0,800.0,385.0,700.0,60.0,491.0,700,790.0,463.0,635,3780.0,1658.0,2.0,2.0,0.02085408498463495,0.007981706790922426,0.026776151374509106,0.07603323167525503,0.06463340739244597,0.004225389076975566,0.41602465331278893,0.012047133309883926,0.038570352730455316,0.0345615538417595,0.0,0.018875633273410686,0.15280307630034407,0.06957782206921544,0.31382978723404253,0.0029582471180745864
2357.0,8339.0,1613.0,44.0,165.0,1745.0,815.0,910.0,608.0,413.0,,,,,,,3960.0,289.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.0,321.0,316.0,180.0,116.0,413.0,1610.0,962.0,511.0,705.0,1722.0,511,3360.0,2752.0,153,9660.0,1841.0,2.0,1.0,0.03407862668220833,0.000927603762188282,0.03213138164941093,0.1830897044904827,0.17370228236719853,0.01561556832795318,0.3882896764252697,0.003165670066830813,0.006431784413099673,0.006426735218508997,0.058823529411764705,0.008007844419022716,0.3167375025298522,0.17412574741801048,0.8351063829787234,0.00328495757227353
2358.0,2473.0,10.0,36.0,300.0,214.0,216.0,690.0,449.0,798.0,390.0,661.0,798,750.0,593.0,349,3960.0,4930.0,2.0,11704,864.0,492.0,360.0,674.0,700,1125.0,1088.0,481,425.0,458.0,481,120.0,197.0,349,550.0,202.0,2,9007,1385.0,194.0,180.0,1347.0,149,585.0,466.0,349,6960.0,1982.0,1,270.0,1097.0,432.0,150.0,752.0,349.0,50.0,65.0,815.0,135.0,123.0,815,295.0,161.0,485,5160.0,1355.0,2.0,3.0,0.0001059658789869662,0.0007550263180602295,0.08032845412352732,0.022084341150489007,0.12926681478489194,0.011442668556281657,0.3882896764252697,0.054179124164614845,0.022226292971850768,0.00879340596564247,0.0392156862745098,0.059977120444517085,0.0010119409026512847,0.011596303678202573,0.43617021276595747,0.0024173003004665
2359.0,1461.0,1293.0,261.0,90.0,1060.0,815.0,1210.0,986.0,700.0,,,,,,,3780.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257.0,1313.0,686.0,90.0,683.0,700.0,1080.0,698.0,597.0,,,,,,,3780.0,3673.0,1.0,1.0,0.027296810427042493,0.005608766934161705,0.0053552302749018225,0.1110526869281733,0.23429610179761665,0.02553604703041755,0.3697996918335902,0.00041769257826239885,0.02662270257067839,0.013975598808503693,0.0,0.05433894427193986,0.20947176684881605,0.12629099474542488,0.31382978723404253,0.0065556327203197835
